tick	logline	pc	dma	gif	d_dma	d_gif	ratio
109080	4128597	0x3825c0	2669132	72181	0	0	FROZEN
109200	4130775	0x31ac30	2669132	72181	0	0	FROZEN
109320	4132995	0x31ac30	2669132	72181	0	0	FROZEN
109440	4135115	0x31ac30	2669132	72181	0	0	FROZEN
109560	4137326	0x31ac30	2669132	72181	0	0	FROZEN
109680	4139549	0x31ac30	2669132	72181	0	0	FROZEN
109800	4141606	0x31ac30	2669132	72181	0	0	FROZEN
109920	4143767	0x31ac30	2669132	72181	0	0	FROZEN
110040	4145857	0x31ac30	2669132	72181	0	0	FROZEN
110160	4148085	0x31ac30	2669132	72181	0	0	FROZEN
110280	4150272	0x31ac30	2669132	72181	0	0	FROZEN
110400	4152457	0x3e4db8	2669132	72181	0	0	FROZEN
110520	4154637	0x31ac30	2669132	72181	0	0	FROZEN
110640	4157248	0x31ac30	2669132	72181	0	0	FROZEN
110760	4160840	0x31ac30	2669132	72181	0	0	FROZEN
110880	4163798	0x31ac30	2669132	72181	0	0	FROZEN
111000	4166098	0x31ac30	2669132	72181	0	0	FROZEN
111120	4168420	0x31ac30	2669132	72181	0	0	FROZEN
111240	4170586	0x31ac30	2669132	72181	0	0	FROZEN
111360	4172705	0x31ac30	2669132	72181	0	0	FROZEN
111480	4174848	0x31ac30	2669132	72181	0	0	FROZEN
111600	4176969	0x31ac30	2669132	72181	0	0	FROZEN
111720	4179095	0x0	2669132	72181	0	0	FROZEN
111840	4181332	0x31ac30	2669132	72181	0	0	FROZEN
111960	4183488	0x31ac30	2669132	72181	0	0	FROZEN
112080	4185599	0x31ac30	2669132	72181	0	0	FROZEN
112200	4187804	0x31ac30	2669132	72181	0	0	FROZEN
112320	4189847	0x31ac30	2669132	72181	0	0	FROZEN
112440	4192018	0x31ac30	2669132	72181	0	0	FROZEN
112560	4194166	0x31ac30	2669132	72181	0	0	FROZEN
112680	4196248	0x31ac30	2669132	72181	0	0	FROZEN
112800	4198377	0x31ac30	2669132	72181	0	0	FROZEN
112920	4200497	0x31ac30	2669132	72181	0	0	FROZEN
113040	4202607	0x31ac30	2669132	72181	0	0	FROZEN
113160	4204710	0x31ac30	2669132	72181	0	0	FROZEN
113280	4206759	0x31ac30	2669132	72181	0	0	FROZEN
113400	4208878	0x31ac30	2669132	72181	0	0	FROZEN
113520	4211035	0x31ac30	2669132	72181	0	0	FROZEN
113640	4213168	0x31ac30	2669132	72181	0	0	FROZEN
113760	4215409	0x31ac30	2669132	72181	0	0	FROZEN
113880	4217563	0x31ac30	2669132	72181	0	0	FROZEN
114000	4219620	0x31ac30	2669132	72181	0	0	FROZEN
114120	4221749	0x31ac30	2669132	72181	0	0	FROZEN
114240	4223928	0x31ac30	2669132	72181	0	0	FROZEN
114360	4225922	0x31ac30	2669132	72181	0	0	FROZEN
114480	4228075	0x31ac30	2669132	72181	0	0	FROZEN
114600	4230318	0x31ac30	2669132	72181	0	0	FROZEN
114720	4232453	0x31ac30	2669132	72181	0	0	FROZEN
114840	4234597	0x3825c0	2669132	72181	0	0	FROZEN
114960	4236716	0x31ac30	2669132	72181	0	0	FROZEN
115080	4238762	0x31ac30	2669132	72181	0	0	FROZEN
115200	4241042	0x31ac30	2669132	72181	0	0	FROZEN
115320	4243099	0x31ac30	2669132	72181	0	0	FROZEN
115440	4245240	0x31ac30	2669132	72181	0	0	FROZEN
115560	4247439	0x31ac30	2669132	72181	0	0	FROZEN
115680	4249729	0x31ac30	2669132	72181	0	0	FROZEN
115800	4252017	0x31ac30	2669132	72181	0	0	FROZEN
115920	4254239	0x31ac30	2669132	72181	0	0	FROZEN
116040	4256440	0x31ac30	2669132	72181	0	0	FROZEN
116160	4258570	0x31ac30	2669132	72181	0	0	FROZEN
116280	4260781	0x3e4db8	2669132	72181	0	0	FROZEN
116400	4262822	0x31ac30	2669132	72181	0	0	FROZEN
116520	4264886	0x31ac30	2669132	72181	0	0	FROZEN
116640	4267148	0x31ac30	2669132	72181	0	0	FROZEN
116760	4269222	0x31ac30	2669132	72181	0	0	FROZEN
116880	4271537	0x31ac30	2669132	72181	0	0	FROZEN
117000	4273755	0x31ac30	2669132	72181	0	0	FROZEN
117120	4275916	0x31ac30	2669132	72181	0	0	FROZEN
117240	4277995	0x31ac30	2669132	72181	0	0	FROZEN
117360	4280295	0x31ac30	2669132	72181	0	0	FROZEN
117480	4282502	0x31ac30	2669132	72181	0	0	FROZEN
117600	4284816	0x31ac30	2669132	72181	0	0	FROZEN
117720	4287045	0x31ac30	2669132	72181	0	0	FROZEN
117840	4289127	0x0	2669132	72181	0	0	FROZEN
117960	4291399	0x0	2669132	72181	0	0	FROZEN
118080	4293504	0x31ac30	2669132	72181	0	0	FROZEN
118200	4295684	0x31ac30	2669132	72181	0	0	FROZEN
118320	4297821	0x31ac30	2669132	72181	0	0	FROZEN
118440	4300025	0x31ac30	2669132	72181	0	0	FROZEN
118560	4302174	0x31ac30	2669132	72181	0	0	FROZEN
118680	4304281	0x31ac30	2669132	72181	0	0	FROZEN
118800	4306419	0x31ac30	2669132	72181	0	0	FROZEN
118920	4308635	0x31ac30	2669132	72181	0	0	FROZEN
119040	4310725	0x31ac30	2669132	72181	0	0	FROZEN
119160	4312872	0x31ac30	2669132	72181	0	0	FROZEN
119280	4315130	0x31ac30	2669132	72181	0	0	FROZEN
