words scanned: 106303, relaxed hits: 1210
hit_A,refcount,refs,census?,csv_func,@A
0x3609c0,21,.rodata:0x48ef5c+.rodata:0x48f7d4+.rodata:0x48f954+.rodata:0x48fafc+17,-,sub_0035FE10[0x35fe10,0x3612c0),0x03e00008
0x360ba0,1,.rodata:0x491474,-,sub_0035FE10[0x35fe10,0x3612c0),0x03e00008
0x360c28,1,.rodata:0x4913c4,-,sub_0035FE10[0x35fe10,0x3612c0),0x27bdfff0
0x360c98,1,.rodata:0x49134c,-,sub_0035FE10[0x35fe10,0x3612c0),0x27bdffd0
0x361080,1,.rodata:0x490e74,-,sub_0035FE10[0x35fe10,0x3612c0),0x44800000
0x361090,5,.rodata:0x48eb44+.rodata:0x48ecfc+.rodata:0x4909cc+.rodata:0x490be4+1,-,sub_0035FE10[0x35fe10,0x3612c0),0x03e00008
0x361198,3,.rodata:0x48eafc+.rodata:0x48ecb4+.rodata:0x490b9c,-,sub_0035FE10[0x35fe10,0x3612c0),0x03e00008
0x3611d8,1,.rodata:0x490afc,-,sub_0035FE10[0x35fe10,0x3612c0),0x27bdfff0
0x361400,1,.rodata:0x490904,-,sub_003612C0[0x3612c0,0x361e10),0x27bdffd0
0x361488,1,.rodata:0x4908a4,-,sub_003612C0[0x3612c0,0x361e10),0x27bdfff0
0x3617b0,1,.rodata:0x48f92c,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x3618c8,1,.rodata:0x48f5fc,-,sub_003612C0[0x3612c0,0x361e10),0x3c020049
0x361930,2,.rodata:0x48f57c+.rodata:0x48f664,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361988,1,.rodata:0x48f514,-,sub_003612C0[0x3612c0,0x361e10),0x3c020049
0x3619c8,1,.rodata:0x48f58c,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361a20,1,.rodata:0x48f4c4,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361a48,1,.rodata:0x48f494,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361aa8,1,.rodata:0x48f344,-,sub_003612C0[0x3612c0,0x361e10),0x3c020049
0x361af8,1,.rodata:0x48f3ac,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361b78,1,.rodata:0x48f2c4,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361bd8,1,.rodata:0x48f324,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361bf0,1,.rodata:0x48f1d4,-,sub_003612C0[0x3612c0,0x361e10),0x8c86003c
0x361c70,1,.rodata:0x48f23c,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361d18,1,.rodata:0x48f0e4,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361d88,1,.rodata:0x48ecc4,-,sub_003612C0[0x3612c0,0x361e10),0x03e00008
0x361de0,1,.rodata:0x48ea7c,-,sub_003612C0[0x3612c0,0x361e10),0x27bdfff0
0x369610,2,.rodata:0x49345c+.rodata:0x493b4c,-,sub_003695D8[0x3695d8,0x369690),0x27bdfff0
0x369c28,2,.rodata:0x4932fc+.rodata:0x4939ec,-,sub_00369A78[0x369a78,0x369ff0),0x27bdffe0
0x369cf8,1,.rodata:0x493b94,-,sub_00369A78[0x369a78,0x369ff0),0x27bdfe90
0x36a190,2,.rodata:0x4934cc+.rodata:0x493bbc,-,sub_0036A020[0x36a020,0x36a1c0),0x27bdfff0
0x36a1b0,1,.rodata:0x493b2c,-,sub_0036A020[0x36a020,0x36a1c0),0x2402ffff
0x3726c8,1,.rodata:0x493084,-,sub_003725B0[0x3725b0,0x372aa0),0x27bdff70
0x375a00,1,.rodata:0x493014,CENSUS,sub_003759E8[0x3759e8,0x375a08),0x03e00008
0x375a40,1,.rodata:0x493274,-,sub_00375A08[0x375a08,0x376938),0x27bdfea0
0x376268,1,.rodata:0x49327c,-,sub_00375A08[0x375a08,0x376938),0x27bdffe0
0x3762f8,1,.rodata:0x49363c,-,sub_00375A08[0x375a08,0x376938),0x27bdffd0
0x376560,1,.rodata:0x493294,-,sub_00375A08[0x375a08,0x376938),0x240300a4
0x376578,1,.rodata:0x4932a4,-,sub_00375A08[0x375a08,0x376938),0x27bdfff0
0x376c10,1,.rodata:0x49334c,-,sub_00376938[0x376938,0x37a260),0x8c8210dc
0x377950,1,.rodata:0x4933a4,-,sub_00376938[0x376938,0x37a260),0x24020001
0x377cf0,1,.rodata:0x4934d4,-,sub_00376938[0x376938,0x37a260),0x27bdff40
0x3781a0,1,.rodata:0x4934dc,-,sub_00376938[0x376938,0x37a260),0x27bdfe90
0x379028,1,.rodata:0x4934ec,-,sub_00376938[0x376938,0x37a260),0x27bdfec0
0x37a610,1,.rodata:0x49357c,-,sub_0037A430[0x37a430,0x37bb10),0x27bdfee0
0x37b548,1,.rodata:0x493584,-,sub_0037A430[0x37a430,0x37bb10),0x27bdff40
0x37ba50,1,.rodata:0x49358c,-,sub_0037A430[0x37a430,0x37bb10),0x8c895a00
0x37c7c0,1,.rodata:0x4933c4,-,sub_0037C720[0x37c720,0x37cbc8),0x27bdffd0
0x37c830,1,.rodata:0x493624,-,sub_0037C720[0x37c720,0x37cbc8),0x27bdffc0
0x37c8c0,1,.rodata:0x4933d4,-,sub_0037C720[0x37c720,0x37cbc8),0x27bdffa0
0x37cbe8,1,.rodata:0x49343c,-,sub_0037CBC8[0x37cbc8,0x37d090),0x27bdffe0
0x37cc30,1,.rodata:0x493444,-,sub_0037CBC8[0x37cbc8,0x37d090),0x27bdffc0
0x37cc98,1,.rodata:0x49344c,-,sub_0037CBC8[0x37cbc8,0x37d090),0x27bdff50
0x37d0b0,1,.rodata:0x4933e4,-,sub_0037D090[0x37d090,0x37d968),0x27bdff40
0x37d318,1,.rodata:0x4933ec,-,sub_0037D090[0x37d090,0x37d968),0x27bdffe0
0x37d348,1,.rodata:0x49340c,-,sub_0037D090[0x37d090,0x37d968),0x27bdffb0
0x37d450,1,.rodata:0x493414,-,sub_0037D090[0x37d090,0x37d968),0x0080702d
0x37d758,1,.rodata:0x49347c,-,sub_0037D090[0x37d090,0x37d968),0x8c8313ec
0x37d908,1,.rodata:0x493424,-,sub_0037D090[0x37d090,0x37d968),0x8c8218f4
0x3807a0,1,.rodata:0x4934fc,-,sub_0037E120[0x37e120,0x3825f8),0x27bdff40
0x381310,1,.rodata:0x49350c,-,sub_0037E120[0x37e120,0x3825f8),0x27bdff20
0x381f10,1,.rodata:0x4934bc,-,sub_0037E120[0x37e120,0x3825f8),0x27bdffb0
0x382170,1,.rodata:0x49351c,-,sub_0037E120[0x37e120,0x3825f8),0x27bdfbf0
0x385be0,1,.rodata:0x493244,-,sub_00385BA0[0x385ba0,0x385eb0),0x27bdfff0
0x386640,1,.rodata:0x4935fc,-,sub_00386128[0x386128,0x386d10),0x27bdffd0
0x3866e0,1,.rodata:0x49360c,-,sub_00386128[0x386128,0x386d10),0xac866d10
0x3866f0,1,.rodata:0x4935cc,-,sub_00386128[0x386128,0x386d10),0x27bdff40
0x386cf0,1,.rodata:0x493614,-,sub_00386128[0x386128,0x386d10),0x27bdfff0
0x386e78,1,.rodata:0x49352c,-,sub_00386DD0[0x386dd0,0x387ec0),0x27bdfef0
0x38b178,1,.rodata:0x4937ec,-,sub_0038B0F8[0x38b0f8,0x38c788),0xac804d84
0x38b190,1,.rodata:0x493814,-,sub_0038B0F8[0x38b0f8,0x38c788),0x90c70000
0x38b338,1,.rodata:0x49380c,-,sub_0038B0F8[0x38b0f8,0x38c788),0x27bdfff0
0x38f7f8,1,.rodata:0x492fe4,CENSUS,sub_0038F7B0[0x38f7b0,0x38f800),0x03e00008
0x390c60,1,.rodata:0x492fb4,-,sub_003905E8[0x3905e8,0x390ec8),0x27bdffc0
0x393fa8,1,.rodata:0x493994,-,sub_00393048[0x393048,0x394d50),0x03e00008
0x393fd8,2,.rodata:0x4932cc+.rodata:0x4939bc,-,sub_00393048[0x393048,0x394d50),0xc4800000
0x393ff0,2,.rodata:0x4932d4+.rodata:0x4939c4,-,sub_00393048[0x393048,0x394d50),0xc4800004
0x394008,2,.rodata:0x4932e4+.rodata:0x4939d4,-,sub_00393048[0x393048,0x394d50),0x03e00008
0x3945b8,1,.rodata:0x493b64,-,sub_00393048[0x393048,0x394d50),0x03e00008
0x394610,1,.rodata:0x493c74,-,sub_00393048[0x393048,0x394d50),0x03e00008
0x3946e8,1,.rodata:0x493d0c,-,sub_00393048[0x393048,0x394d50),0x03e00008
0x394b38,1,.rodata:0x493944,-,sub_00393048[0x393048,0x394d50),0x27bdfff0
0x394c88,1,.rodata:0x493664,-,sub_00393048[0x393048,0x394d50),0x8c820004
0x395318,1,.rodata:0x49329c,-,sub_00395288[0x395288,0x3956b0),0x03e00008
0x395350,1,.rodata:0x4932bc,-,sub_00395288[0x395288,0x3956b0),0x8c8359c8
0x395370,1,.rodata:0x493324,-,sub_00395288[0x395288,0x3956b0),0x27bdfff0
0x395500,1,.rodata:0x493494,-,sub_00395288[0x395288,0x3956b0),0x03e00008
0x395fa0,1,.rodata:0x493484,-,sub_00395F80[0x395f80,0x396110),0x03e00008
0x396108,1,.rodata:0x49321c,-,sub_00395F80[0x395f80,0x396110),0x03e00008
0x3964c8,1,.rodata:0x493184,-,sub_003961A8[0x3961a8,0x3968d0),0x3c020049
0x396838,1,.rodata:0x4930ac,-,sub_003961A8[0x3961a8,0x3968d0),0x3c020049
0x3968c8,1,.rodata:0x4930bc,CENSUS,sub_003961A8[0x3961a8,0x3968d0),0x03e00008
0x396a00,1,.rodata:0x492fdc,-,sub_00396958[0x396958,0x3970f8),0x3c020049
0x396b40,1,.rodata:0x493644,CENSUS,sub_00396958[0x396958,0x3970f8),0x0080682d
0x396d30,1,.rodata:0x492fac,-,sub_00396958[0x396958,0x3970f8),0x3c020049
0x3987f8,2,.rodata:0x4949bc+.rodata:0x494a7c,-,sub_00398798[0x398798,0x398910),0x27bdffd0
0x398868,1,.rodata:0x494a74,-,sub_00398798[0x398798,0x398910),0x27bdffc0
0x398998,1,.rodata:0x494afc,-,sub_00398910[0x398910,0x398a60),0x27bdffc0
0x398a78,1,.rodata:0x494b34,-,sub_00398A60[0x398a60,0x399730),0x27bdfd60
0x399820,1,.rodata:0x4947ec,-,sub_00399768[0x399768,0x399920),0x27bdffc0
0x39a928,1,.rodata:0x494964,-,sub_0039A8D8[0x39a8d8,0x39ab00),0x27bdffe0
0x39b6a0,1,.rodata:0x4949b4,-,sub_0039AE98[0x39ae98,0x39b760),0x27bdffc0
0x39bab0,1,.rodata:0x4948bc,-,sub_0039B960[0x39b960,0x39be70),0x27bdfff0
0x39bad0,1,.rodata:0x49488c,-,sub_0039B960[0x39b960,0x39be70),0x27bdffd0
0x39bbd8,1,.rodata:0x4948a4,-,sub_0039B960[0x39b960,0x39be70),0x27bdffd0
0x39be10,1,.rodata:0x4948ec,-,sub_0039B960[0x39b960,0x39be70),0x27bdffe0
0x39c1c8,1,.rodata:0x494904,-,sub_0039BE70[0x39be70,0x39c428),0x27bdffd0
0x39c240,1,.rodata:0x494414,-,sub_0039BE70[0x39be70,0x39c428),0x27bdffd0
0x39c2c8,1,.rodata:0x49445c,-,sub_0039BE70[0x39be70,0x39c428),0x27bdffe0
0x39c300,1,.rodata:0x494494,-,sub_0039BE70[0x39be70,0x39c428),0x27bdffd0
0x39c398,1,.rodata:0x4944a4,-,sub_0039BE70[0x39be70,0x39c428),0x27bdffd0
0x39d8c0,1,.rodata:0x4944d4,-,sub_0039D860[0x39d860,0x39da20),0x27bdffd0
0x39d948,1,.rodata:0x49451c,-,sub_0039D860[0x39d860,0x39da20),0x27bdfff0
0x39d968,1,.rodata:0x494554,-,sub_0039D860[0x39d860,0x39da20),0x27bdffd0
0x39dfb0,1,.rodata:0x49439c,-,sub_0039DE68[0x39de68,0x39e288),0x27bdffe0
0x39dfe8,1,.rodata:0x4943c4,-,sub_0039DE68[0x39de68,0x39e288),0x27bdffc0
0x39e688,130,.rodata:0x467e84+.rodata:0x467f94+.rodata:0x4680bc+.rodata:0x4681d4+126,-,sub_0039E510[0x39e510,0x39e6b8),0x27bdfff0
0x3a05e8,1,.rodata:0x494614,-,sub_003A04F0[0x3a04f0,0x3a0b38),0x27bdff10
0x3a3398,1,.rodata:0x494214,-,sub_003A3280[0x3a3280,0x3a3f48),0x0080402d
0x3a3808,1,.rodata:0x494224,-,sub_003A3280[0x3a3280,0x3a3f48),0x0080402d
0x3a3d70,1,.rodata:0x49425c,-,sub_003A3280[0x3a3280,0x3a3f48),0x8c820080
0x3a4888,1,.rodata:0x494ca4,-,sub_003A4868[0x3a4868,0x3a5338),0x27bdffc0
0x3a4af8,11,.rodata:0x4942d4+.rodata:0x4943a4+.rodata:0x494464+.rodata:0x494524+7,-,sub_003A4868[0x3a4868,0x3a5338),0x68a20007
0x3a5068,1,.rodata:0x4949f4,-,sub_003A4868[0x3a4868,0x3a5338),0x27bdffb0
0x3a50f8,1,.rodata:0x494a9c,-,sub_003A4868[0x3a4868,0x3a5338),0x03e00008
0x3a51a0,2,.rodata:0x49493c+.rodata:0x4949fc,-,sub_003A4868[0x3a4868,0x3a5338),0x27bdfff0
0x3a5330,1,.rodata:0x4949dc,-,sub_003A4868[0x3a4868,0x3a5338),0x03e00008
0x3a5658,1,.rodata:0x4947a4,-,sub_003A5508[0x3a5508,0x3a6548),0x27bdffd0
0x3a5da8,1,.rodata:0x494594,-,sub_003A5508[0x3a5508,0x3a6548),0x27bdffd0
0x3a6220,1,.rodata:0x4943fc,-,sub_003A5508[0x3a5508,0x3a6548),0x03e00008
0x3a62a0,1,.rodata:0x494284,-,sub_003A5508[0x3a5508,0x3a6548),0x27bdffb0
0x3a6540,1,.rodata:0x49426c,-,sub_003A5508[0x3a5508,0x3a6548),0x03e00008
0x3aa3f0,1,.rodata:0x49517c,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x27bdfff0
0x3aa520,2,.rodata:0x4950cc+.rodata:0x49518c,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x27bdffa0
0x3aa5c8,2,.rodata:0x495104+.rodata:0x4951c4,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x27bdfff0
0x3aa608,2,.rodata:0x49510c+.rodata:0x4951cc,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x27bdff90
0x3aa700,2,.rodata:0x49511c+.rodata:0x4951dc,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x8c860000
0x3aa780,2,.rodata:0x4950e4+.rodata:0x4951a4,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x0080582d
0x3aa830,2,.rodata:0x4950ec+.rodata:0x4951ac,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x27bdffa0
0x3aa8d8,2,.rodata:0x4950f4+.rodata:0x4951b4,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x8ca30004
0x3aa8f0,1,.rodata:0x4951bc,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x8c860000
0x3aa960,2,.rodata:0x495124+.rodata:0x4951e4,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x8ca20020
0x3aac50,2,.rodata:0x49513c+.rodata:0x4951fc,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x8ca2000c
0x3aaca8,2,.rodata:0x495144+.rodata:0x495204,-,sub_003AA2F0[0x3aa2f0,0x3aad98),0x8ca2000c
0x3ab498,1,.rodata:0x4950b4,-,sub_003AAE60[0x3aae60,0x3abf20),0x27bdff40
0x3b04a0,1,.gnu.linkonce.d._vt$Q24RCMP7DECODER:0x4568b4,-,sub_003B0430[0x3b0430,0x3b04f8),0x27bdffd0
0x3b0c58,1,.gnu.linkonce.d._vt$23PS2_SONY_CODEC_INTERNAL:0x456864,-,sub_003B0B40[0x3b0b40,0x3b0fb8),0x27bdff50
0x3b1050,1,.gnu.linkonce.d._vt$23PS2_SONY_CODEC_INTERNAL:0x45686c,-,sub_003B0FB8[0x3b0fb8,0x3b10d0),0x27bdffd0
0x3b1140,1,.gnu.linkonce.d._vt$23PS2_SONY_CODEC_INTERNAL:0x456884,CENSUS,sub_003B10D0[0x3b10d0,0x3b11a0),0x00a0402d
0x3b5880,1,.data:0x44c470,-,sub_003B55F0[0x3b55f0,0x3b58a0),0x27bdfff0
0x3d0c78,1,.data:0x44ee48,-,sub_003D0C20[0x3d0c20,0x3d0ca0),0x24840010
0x3d16e0,1,.data:0x44f134,-,sub_003D16D0[0x3d16d0,0x3d16e8),0x03e00008
0x3d2138,1,.data:0x44f3f4,-,sub_003D2068[0x3d2068,0x3d21c0),0x3c020045
0x3d32a8,1,.data:0x44f790,-,sub_003D31E8[0x3d31e8,0x3d32b8),0x3c020045
0x3d49d0,1,.data:0x44fa08,-,sub_003D4950[0x3d4950,0x3d4a50),0x00a0582d
0x3f87f8,1,.data:0x4514a0,-,sub_003F87B0[0x3f87b0,0x3f9208),0x03e00008
0x3f8b28,1,.data:0x4514e8,-,sub_003F87B0[0x3f87b0,0x3f9208),0x8f851ae8
0x3f8ff0,1,.data:0x451484,-,sub_003F87B0[0x3f87b0,0x3f9208),0x27bdffe0
0x3f9130,3,.data:0x451494+.data:0x451498+.data:0x45149c,-,sub_003F87B0[0x3f87b0,0x3f9208),0x27bdfff0
0x3fb480,1,.rodata:0x497510,-,sub_003FB430[0x3fb430,0x3fb490),0x3c030045
0x3fb4c0,1,.rodata:0x497518,-,sub_003FB490[0x3fb490,0x3fb5e8),0x3c020045
0x3fb558,1,.rodata:0x49751c,-,sub_003FB490[0x3fb490,0x3fb5e8),0x3c030045
0x3fb5b0,1,.rodata:0x497520,-,sub_003FB490[0x3fb490,0x3fb5e8),0x3c030045
0x3fb5f8,1,.rodata:0x497528,-,sub_003FB5E8[0x3fb5e8,0x3fb650),0x8f831b00
0x3fb620,1,.rodata:0x49752c,-,sub_003FB5E8[0x3fb5e8,0x3fb650),0x24020004
0x3fb640,1,.rodata:0x497530,-,sub_003FB5E8[0x3fb5e8,0x3fb650),0x8f821b00
0x3fb6a0,1,.rodata:0x497538,-,sub_003FB650[0x3fb650,0x3fb800),0x10800003
0x3fb730,1,.rodata:0x49753c,-,sub_003FB650[0x3fb650,0x3fb800),0x10800003
0x3fb7c0,1,.rodata:0x497540,-,sub_003FB650[0x3fb650,0x3fb800),0x8f831b00
0x403d70,1,.rodata:0x497ff4,-,sub_00403CE0[0x403ce0,0x403db0),0x3c050049
0x404e10,1,.data:0x4532a0,-,sub_00404B78[0x404b78,0x405b48),0x8c850014
0x404ea8,1,.data:0x453284,-,sub_00404B78[0x404b78,0x405b48),0x7000cce9
0x404f60,1,.data:0x4532a4,-,sub_00404B78[0x404b78,0x405b48),0x7000cce9
0x405030,1,.data:0x453288,-,sub_00404B78[0x404b78,0x405b48),0x7000cce9
0x4050e0,1,.data:0x4532a8,-,sub_00404B78[0x404b78,0x405b48),0x7000cce9
0x405390,1,.data:0x453290,-,sub_00404B78[0x404b78,0x405b48),0x8c850014
0x405430,1,.data:0x4532b0,-,sub_00404B78[0x404b78,0x405b48),0x8c850014
0x4054e0,1,.data:0x453294,-,sub_00404B78[0x404b78,0x405b48),0x7000cce9
0x4055c0,1,.data:0x4532b4,-,sub_00404B78[0x404b78,0x405b48),0x7000cce9
0x4056a8,1,.data:0x453298,-,sub_00404B78[0x404b78,0x405b48),0x7000cce9
0x405780,1,.data:0x4532b8,-,sub_00404B78[0x404b78,0x405b48),0x7000cce9
0x40c928,1,.data:0x453424,-,sub_0040C8C0[0x40c8c0,0x40d010),0x3c030053
0x40cef8,1,.data:0x45342c,-,sub_0040C8C0[0x40c8c0,0x40d010),0x3c020053
0x40cf48,1,.data:0x453430,-,sub_0040C8C0[0x40c8c0,0x40d010),0x3c020053
0x4103d8,1,.data:0x4534a4,-,sub_004103B0[0x4103b0,0x410490),0x27bdffe0
0x410408,1,.data:0x4534cc,-,sub_004103B0[0x4103b0,0x410490),0x03e00008
0x410468,1,.data:0x453504,-,sub_004103B0[0x4103b0,0x410490),0x3c030045
0x411128,1,.data:0x453980,-,sub_00410F48[0x410f48,0x411310),0x27bdf900
0x412888,1,.data:0x453b00,-,sub_00412848[0x412848,0x4128a8),0x27bdfff0
0x412928,1,.data:0x453b80,-,sub_00412908[0x412908,0x412998),0x27bdffe0
0x412e10,5,.data:0x453d00+.rodata:0x4998b4+.rodata:0x4998cc+.rodata:0x499a2c+1,-,sub_00412AF0[0x412af0,0x412e80),0x27bdfff0
0x414c40,2,.data:0x453e64+.rodata:0x499a14,-,sub_00414C20[0x414c20,0x415018),0x27bdffe0
0x414c70,2,.data:0x453e8c+.rodata:0x4999fc,-,sub_00414C20[0x414c20,0x415018),0x27bdff90
0x414d08,2,.data:0x453ed8+.rodata:0x4999e4,-,sub_00414C20[0x414c20,0x415018),0x27bdff50
0x414f70,1,.data:0x453f90,-,sub_00414C20[0x414c20,0x415018),0x3c02004a
0x414f90,2,.data:0x453fa0+.rodata:0x4999ec,-,sub_00414C20[0x414c20,0x415018),0x27bdffe0
0x415000,1,.data:0x453fe8,-,sub_00414C20[0x414c20,0x415018),0x3c03004a
0x415088,2,.data:0x454040+.rodata:0x499a24,-,sub_00415068[0x415068,0x4150b8),0x3c02004a
0x4157c0,1,.data:0x4542bc,-,sub_00415798[0x415798,0x415840),0x10800004
0x4157e0,1,.data:0x4542cc,-,sub_00415798[0x415798,0x415840),0x10800004
0x415800,1,.data:0x4542dc,-,sub_00415798[0x415798,0x415840),0x10800004
0x415820,1,.data:0x4542ec,-,sub_00415798[0x415798,0x415840),0x10800004
0x415928,1,.data:0x454364,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415960,1,.data:0x454374,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415998,1,.data:0x454384,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x4159d0,1,.data:0x454394,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415a08,1,.data:0x4543a4,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415a40,1,.data:0x4543b4,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415a78,1,.data:0x4543c4,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415ab0,1,.data:0x4543d4,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415ae8,1,.data:0x4543e4,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415b20,1,.data:0x4543f4,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415b58,1,.data:0x454404,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415b90,1,.data:0x454414,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415bc8,1,.data:0x454424,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415c00,1,.data:0x454434,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415c38,1,.data:0x454444,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
0x415c70,1,.data:0x454454,-,sub_004158F0[0x4158f0,0x415ca8),0x3c040045
census recall: 18/19
census missed: 0x30db90
